,train_acc,val_acc,train_loss,val_loss
44,0.8350680165670135,0.8142607986927033,0.36749549955129623,0.40894524455070497
45,0.8358463854952292,0.8142687737941742,0.36710214310071687,0.4076248288154602
46,0.8357515714385293,0.8148656725883484,0.36680874905802985,0.4071409195661545
47,0.8360438976775516,0.81435546875,0.3671864945102822,0.40938914120197295
48,0.8358074474063787,0.8137665390968323,0.3664401244710792,0.40942769050598143
49,0.8359131636944684,0.8136937975883484,0.3666351705112241,0.411011603474617
50,0.8359787741845305,0.8153878331184388,0.3661448420448737,0.40721939504146576
51,0.8362995250658556,0.8148507237434387,0.3659761995077133,0.4068380147218704
52,0.8366805328564211,0.815466558933258,0.3653293275697665,0.407135072350502
53,0.836584939875386,0.8161202549934388,0.36549886485392397,0.40651612281799315
54,0.8371758223934607,0.8148218274116517,0.3649448315528306,0.4100318968296051
55,0.8371131325309927,0.8152074694633484,0.3647181002253836,0.40796625316143037
56,0.8371572298082438,0.8150201261043548,0.36436785385012627,0.40748471617698667
57,0.8372168046506968,0.8142508327960968,0.36429092863743956,0.4069498062133789
58,0.837161123752594,0.815380859375,0.36403829604387283,0.4071493029594421
59,0.8380176601084796,0.8155303299427032,0.36271071434020996,0.40806661248207093
60,0.8379017223011364,0.8161949932575225,0.36247582361102104,0.4081957250833511
61,0.838273676958951,0.8154177308082581,0.3625463575802066,0.40746118128299713
62,0.837890625,0.8158083558082581,0.3625691939483989,0.40815419852733614
63,0.8381567658348517,0.815545278787613,0.36237798698923807,0.40783595144748686
64,0.8384656404907053,0.8157445788383484,0.3623070384968411,0.40749146342277526
65,0.8381925882263617,0.8154476225376129,0.3623306571759961,0.4077060878276825
66,0.8384874456308105,0.8149483799934387,0.36248178204352205,0.40704130530357363
67,0.8382097211751071,0.8154815018177033,0.36243102326989174,0.40793687105178833
68,0.8383324728770689,0.8161162674427033,0.3620250570503148,0.4084299743175507
69,0.8384416936473413,0.8150609850883483,0.36213070865381847,0.4071400076150894
70,0.8382208184762434,0.8149483799934387,0.3620576143942096,0.4075021207332611
71,0.838258490643718,0.8159996807575226,0.36217081614516,0.40767263174057006
72,0.8381475176323544,0.815789419412613,0.36231145161119377,0.40761456191539763
73,0.8383491188287735,0.8162288725376129,0.36210146986625413,0.4078475296497345
74,0.837790846824646,0.8156618714332581,0.36254775964400987,0.4080670833587646
75,0.8384919234297492,0.8155791580677032,0.36213413219560275,0.40747314095497134
76,0.8382708538662303,0.8161611139774323,0.3620209761641242,0.4079145729541779
77,0.8384121981534091,0.8159658014774323,0.3621075661344962,0.4086607456207275
78,0.8384000300006433,0.8153539538383484,0.3621584458107298,0.4075823128223419
79,0.8381231820041483,0.8150908768177032,0.3619270548224449,0.4078740209341049
80,0.8389913019808856,0.8155343174934387,0.3620633415200494,0.40743495523929596
81,0.8385761265050281,0.8157934069633483,0.3620352799242193,0.40748049318790436
82,0.8387270109219984,0.8157595276832581,0.3620078858326782,0.408135986328125
83,0.8381498544053598,0.8163225412368774,0.36212118342518806,0.40826488733291627
84,0.8383435701782053,0.8158910632133484,0.361899445341392,0.4075442671775818
85,0.8390308239243247,0.8156578838825226,0.3618190054866401,0.4079854667186737
86,0.8387086127292026,0.8159359037876129,0.36200848628174176,0.4075394570827484
87,0.8384219326756217,0.8157595276832581,0.3620993440801447,0.4080678164958954
88,0.8384711891412735,0.8159697830677033,0.36149817739020695,0.40791338980197905
89,0.8388832495971159,0.8158272862434387,0.3617932213978334,0.407933509349823
90,0.8387521261518652,0.8152413487434387,0.3617080676962029,0.4079649955034256
91,0.8385760296474803,0.8154366612434387,0.3617941774427891,0.40790444910526275
92,0.8384000300006433,0.815124762058258,0.36162063851952553,0.4078302264213562
93,0.838809072971344,0.8152114510536194,0.3615911846811121,0.4077327400445938
94,0.8383343226530335,0.8155153870582581,0.36171740970828314,0.4079856753349304
95,0.837975412607193,0.8150799155235291,0.3616160838441415,0.40710535645484924
96,0.8385741798715158,0.8158272862434387,0.36150395599278534,0.40752371549606325
97,0.8387681882489811,0.8158910632133484,0.36147654903205956,0.4080250859260559
98,0.8386171087622643,0.8162059545516968,0.3614852916110646,0.40807983577251433
99,0.8384316671978344,0.8164690256118774,0.36138075861063873,0.40836586952209475
